Log_ID,Date,User_ID,Age,Gender,Device_Type,Steps,Distance_km,Calories_Burned,Active_Minutes,Sleep_Duration_Hours,Heart_Rate_Avg,Weather_Condition
FT-1223,2026-03-20,USR-105,51,Female,Apple Watch Series 9,9661.0,7.41,1975,79.0,7.4,91,
FT-1224,2026-03-27,USR-105,51,Female,Apple Watch Series 9,11356.0,8.73,2360,89.0,6.8,87,Sunny
FT-1225,2026-02-18,USR-122,32,Non-binary,Fitbit Charge 5,11774.0,8.86,2285,96.0,7.1,77,Cloudy
FT-1226,2026-02-13,USR-116,35,Non-binary,Samsung Galaxy Watch 6,11086.0,9.02,2384,103.0,6.7,82,Sunny
FT-1227,2026-01-04,USR-118,42,Female,Garmin Venu 3,10815.0,7.58,2313,97.0,6.9,81,Sunny
FT-1228,2026-03-05,USR-106,41,Female,Fitbit Charge 5,10339.0,7.53,2055,70.0,7.3,69,Rainy
FT-1229,2026-02-11,USR-109,36,Male,Apple Watch Series 9,9840.0,7.44,2203,86.0,6.0,74,Sunny
FT-1230,2026-01-24,USR-117,54,Female,Samsung Galaxy Watch 6,11311.0,7.94,2130,103.0,,78,
FT-1231,2026-03-04,USR-120,46,Non-binary,Apple Watch Series 9,10382.0,7.82,2271,88.0,5.6,68,Sunny
FT-1232,2026-01-28,USR-114,49,Non-binary,Fitbit Charge 5,8802.0,7.35,2159,84.0,5.3,80,Sunny
FT-1233,2026-02-15,USR-107,40,Non-binary,Garmin Venu 3,12315.0,9.37,2482,117.0,5.8,82,Rainy
FT-1234,2026-02-03,USR-118,42,Female,Garmin Venu 3,6987.0,5.4,2104,71.0,7.3,69,Cloudy
FT-1235,2026-02-13,USR-125,22,Non-binary,Apple Watch Series 9,9954.0,7.06,2208,83.0,6.1,82,
FT-1236,2026-02-05,USR-124,51,Female,Samsung Galaxy Watch 6,12359.0,9.15,2390,107.0,7.7,86,Cloudy
FT-1237,2026-03-18,USR-123,27,Male,Garmin Venu 3,,6.64,2006,75.0,7.1,80,Rainy
FT-1238,2026-03-31,USR-107,40,Non-binary,Garmin Venu 3,13345.0,10.02,2330,104.0,4.9,80,Cloudy
FT-1239,2026-02-05,USR-123,27,Male,Garmin Venu 3,7737.0,6.39,2111,63.0,7.8,81,Sunny
FT-1240,2026-03-13,USR-110,38,Male,Fitbit Charge 5,,6.52,2257,85.0,8.0,84,Cloudy
FT-1241,2026-01-02,USR-113,52,Non-binary,Fitbit Charge 5,12147.0,8.79,2253,87.0,6.0,82,Snowy
FT-1242,2026-03-08,USR-122,32,Non-binary,Fitbit Charge 5,9550.0,7.36,2205,93.0,,76,Sunny
FT-1243,2026-01-25,USR-121,49,Female,Garmin Venu 3,10360.0,8.07,2124,89.0,6.2,82,Rainy
FT-1244,2026-01-11,USR-112,29,Non-binary,Garmin Venu 3,16422.0,12.94,2669,110.0,7.2,90,
FT-1245,2026-01-31,USR-115,41,Female,Apple Watch Series 9,13171.0,10.64,2470,106.0,5.7,79,Cloudy
FT-1246,2026-02-22,USR-117,54,Female,Samsung Galaxy Watch 6,8525.0,6.07,2160,50.0,5.1,89,Cloudy
FT-1247,2026-03-04,USR-115,41,Female,Apple Watch Series 9,13809.0,10.17,2373,113.0,6.7,80,Snowy
FT-1248,2026-03-13,USR-104,45,Female,Fitbit Charge 5,14519.0,10.53,2482,120.0,,84,Sunny
FT-1249,2026-01-31,USR-108,30,Male,Samsung Galaxy Watch 6,10475.0,7.87,2193,78.0,6.7,75,Cloudy
FT-1250,2026-03-30,USR-108,30,Male,Samsung Galaxy Watch 6,10535.0,8.19,2273,86.0,5.8,81,Cloudy
FT-1251,2026-03-02,USR-103,46,Non-binary,Apple Watch Series 9,9655.0,7.73,2205,98.0,6.7,71,Cloudy
FT-1252,2026-03-24,USR-111,23,Male,Apple Watch Series 9,14487.0,10.98,2369,106.0,7.4,79,Cloudy
FT-1253,2026-03-04,USR-101,38,Male,Samsung Galaxy Watch 6,,12.4,2660,114.0,7.1,76,Snowy
FT-1254,2026-02-27,USR-119,43,Non-binary,Garmin Venu 3,8620.0,6.61,2208,87.0,7.3,81,Sunny
FT-1255,2026-01-03,USR-118,42,Female,Garmin Venu 3,,8.27,2255,110.0,6.4,88,Sunny
FT-1256,2026-01-12,USR-108,30,Male,Samsung Galaxy Watch 6,12542.0,10.37,2478,98.0,8.4,85,Cloudy
FT-1257,2026-02-07,USR-119,43,Non-binary,Garmin Venu 3,,9.51,2564,114.0,5.8,69,Sunny
FT-1258,2026-01-29,USR-108,30,Male,Samsung Galaxy Watch 6,11433.0,8.76,2338,104.0,,94,Sunny
FT-1259,2026-02-21,USR-101,38,Male,Samsung Galaxy Watch 6,12849.0,10.57,2340,93.0,8.4,83,Cloudy
FT-1260,2026-03-30,USR-103,46,Non-binary,Apple Watch Series 9,8145.0,6.19,2069,64.0,7.6,73,Cloudy
FT-1261,2026-02-01,USR-123,27,Male,Garmin Venu 3,7111.0,5.33,1931,74.0,6.9,80,Sunny
FT-1262,2026-02-09,USR-121,49,Female,Garmin Venu 3,11645.0,8.71,2359,109.0,6.5,83,Snowy
FT-1263,2026-03-26,USR-102,49,Non-binary,Garmin Venu 3,9790.0,7.37,1958,85.0,8.2,76,Cloudy
FT-1264,2026-03-16,USR-108,30,Male,Samsung Galaxy Watch 6,10501.0,8.53,2249,76.0,5.5,80,Cloudy
FT-1265,2026-02-17,USR-103,46,Non-binary,Apple Watch Series 9,12412.0,8.55,2266,117.0,6.0,80,Cloudy
FT-1266,2026-03-02,USR-102,49,Non-binary,Garmin Venu 3,7779.0,6.53,2136,61.0,6.7,75,Sunny
FT-1267,2026-03-12,USR-111,23,Male,Apple Watch Series 9,13684.0,9.83,2373,102.0,8.5,78,Rainy
FT-1268,2026-03-09,USR-103,46,Non-binary,Apple Watch Series 9,9648.0,7.23,2133,82.0,7.5,71,Rainy
FT-1269,2026-02-14,USR-117,54,Female,Samsung Galaxy Watch 6,,7.98,2225,102.0,6.0,83,Cloudy
FT-1270,2026-02-24,USR-108,30,Male,Samsung Galaxy Watch 6,8786.0,6.91,2091,82.0,6.8,83,Rainy
FT-1271,2026-03-12,USR-109,36,Male,Apple Watch Series 9,11366.0,8.0,2419,94.0,6.4,84,Rainy
FT-1272,2026-02-12,USR-122,32,Non-binary,Fitbit Charge 5,9739.0,7.59,1918,,6.3,85,Sunny
FT-1273,2026-02-15,USR-116,35,Non-binary,Samsung Galaxy Watch 6,7290.0,6.35,2107,64.0,8.2,80,Cloudy
FT-1274,2026-03-31,USR-107,40,Non-binary,Garmin Venu 3,13517.0,9.73,2469,110.0,5.6,79,Sunny
FT-1275,2026-02-28,USR-118,42,Female,Garmin Venu 3,11167.0,8.56,2013,64.0,8.9,83,Sunny
FT-1276,2026-02-04,USR-105,51,Female,Apple Watch Series 9,11018.0,8.11,2115,85.0,8.0,72,Cloudy
FT-1277,2026-02-09,USR-124,51,Female,Samsung Galaxy Watch 6,9486.0,7.38,2307,80.0,8.3,74,Cloudy
FT-1278,2026-02-02,USR-119,43,Non-binary,Garmin Venu 3,13248.0,10.08,2244,91.0,6.6,75,Sunny
FT-1279,2026-01-30,USR-119,43,Non-binary,Garmin Venu 3,10194.0,7.49,2079,86.0,6.9,87,Cloudy
FT-1280,2026-01-16,USR-116,35,Non-binary,Samsung Galaxy Watch 6,8354.0,6.54,2153,68.0,5.5,84,Cloudy
FT-1281,2026-01-25,USR-108,30,Male,Samsung Galaxy Watch 6,6811.0,5.9,2052,77.0,6.5,82,Sunny
FT-1282,2026-02-10,USR-116,35,Non-binary,Samsung Galaxy Watch 6,11588.0,8.73,2251,107.0,7.6,89,Sunny
FT-1283,2026-01-16,USR-114,49,Non-binary,Fitbit Charge 5,9865.0,7.79,2158,76.0,8.5,74,Snowy
FT-1284,2026-03-10,USR-107,40,Non-binary,Garmin Venu 3,7423.0,5.12,1873,62.0,5.9,80,
FT-1285,2026-03-30,USR-104,45,Female,Fitbit Charge 5,9109.0,6.54,2207,74.0,6.7,78,Rainy
FT-1286,2026-01-24,USR-104,45,Female,Fitbit Charge 5,8398.0,6.57,2139,66.0,6.9,83,Sunny
FT-1287,2026-01-25,USR-122,32,Non-binary,Fitbit Charge 5,8466.0,7.03,2120,73.0,5.6,78,Sunny
FT-1288,2026-01-28,USR-114,49,Non-binary,Fitbit Charge 5,10902.0,8.43,2232,80.0,7.8,77,Rainy
FT-1289,2026-03-03,USR-112,29,Non-binary,Garmin Venu 3,11543.0,8.65,2397,,,83,Rainy
FT-1290,2026-02-05,USR-114,49,Non-binary,Fitbit Charge 5,10532.0,8.0,2230,91.0,6.9,86,Cloudy
FT-1291,2026-03-17,USR-114,49,Non-binary,Fitbit Charge 5,13074.0,9.44,2290,108.0,6.6,78,Cloudy
FT-1292,2026-03-09,USR-115,41,Female,Apple Watch Series 9,10085.0,7.91,2181,74.0,6.2,79,Cloudy
FT-1293,2026-03-18,USR-124,51,Female,Samsung Galaxy Watch 6,8398.0,6.74,2300,79.0,7.1,73,Sunny
FT-1294,2026-02-06,USR-102,49,Non-binary,Garmin Venu 3,,6.53,1952,67.0,,63,Sunny
FT-1295,2026-01-13,USR-122,32,Non-binary,Fitbit Charge 5,14206.0,10.61,2436,112.0,6.7,84,Sunny
FT-1296,2026-01-25,USR-121,49,Female,Garmin Venu 3,10621.0,8.18,2289,94.0,6.3,85,Cloudy
FT-1297,2026-02-07,USR-121,49,Female,Garmin Venu 3,9320.0,6.91,2109,76.0,7.5,81,
FT-1298,2026-01-30,USR-104,45,Female,Fitbit Charge 5,6529.0,4.94,1846,63.0,8.9,66,Rainy
FT-1299,2026-02-16,USR-102,49,Non-binary,Garmin Venu 3,10387.0,8.73,2283,79.0,7.3,77,Rainy
FT-1300,2026-01-23,USR-113,52,Non-binary,Fitbit Charge 5,12487.0,9.39,2563,96.0,8.2,68,Snowy
FT-1301,2026-02-08,USR-124,51,Female,Samsung Galaxy Watch 6,11233.0,8.39,2260,87.0,,88,Cloudy
FT-1302,2026-01-02,USR-111,23,Male,Apple Watch Series 9,6780.0,4.89,1814,52.0,7.3,70,Sunny
FT-1303,2026-03-10,USR-104,45,Female,Fitbit Charge 5,10840.0,8.54,2061,85.0,5.9,88,Cloudy
FT-1304,2026-01-17,USR-108,30,Male,Samsung Galaxy Watch 6,10323.0,7.77,2144,68.0,5.5,84,
FT-1305,2026-02-05,USR-107,40,Non-binary,Garmin Venu 3,11651.0,8.6,2367,87.0,6.3,75,Cloudy
FT-1306,2026-01-06,USR-107,40,Non-binary,Garmin Venu 3,4795.0,4.17,1837,44.0,8.4,69,
FT-1307,2026-01-07,USR-118,42,Female,Garmin Venu 3,8802.0,7.26,2071,71.0,8.1,81,Sunny
FT-1308,2026-03-12,USR-115,41,Female,Apple Watch Series 9,10489.0,7.73,2129,82.0,7.4,75,Rainy
FT-1309,2026-02-07,USR-105,51,Female,Apple Watch Series 9,12103.0,8.45,2202,95.0,5.4,82,Sunny
FT-1310,2026-03-31,USR-114,49,Non-binary,Fitbit Charge 5,8659.0,6.98,2176,77.0,6.9,76,Rainy
FT-1311,2026-01-17,USR-106,41,Female,Fitbit Charge 5,9212.0,6.73,2242,85.0,7.4,69,Cloudy
FT-1312,2026-03-23,USR-109,36,Male,Apple Watch Series 9,15050.0,11.75,2333,108.0,7.3,69,Rainy
FT-1313,2026-03-04,USR-115,41,Female,Apple Watch Series 9,9849.0,6.7,2258,68.0,5.1,80,Rainy
FT-1314,2026-01-14,USR-108,30,Male,Samsung Galaxy Watch 6,9718.0,7.74,2156,,6.1,75,Snowy
FT-1315,2026-01-02,USR-103,46,Non-binary,Apple Watch Series 9,10273.0,7.32,2301,78.0,7.0,76,Rainy
FT-1316,2026-03-15,USR-115,41,Female,Apple Watch Series 9,6054.0,4.89,1737,51.0,7.7,81,Cloudy
FT-1317,2026-02-06,USR-118,42,Female,Garmin Venu 3,12246.0,9.31,2149,88.0,4.7,87,Cloudy
FT-1318,2026-03-02,USR-104,45,Female,Fitbit Charge 5,4660.0,3.16,1720,33.0,6.9,73,Sunny
FT-1319,2026-03-03,USR-102,49,Non-binary,Garmin Venu 3,11066.0,8.25,2270,84.0,7.3,78,Snowy
FT-1320,2026-02-26,USR-121,49,Female,Garmin Venu 3,7775.0,6.18,2196,68.0,8.0,81,Rainy
FT-1321,2026-02-13,USR-118,42,Female,Garmin Venu 3,11926.0,9.11,2397,100.0,,73,Sunny
FT-1322,2026-01-24,USR-101,38,Male,Samsung Galaxy Watch 6,11087.0,8.66,2192,83.0,7.7,81,Sunny
FT-1323,2026-01-07,USR-103,46,Non-binary,Apple Watch Series 9,12520.0,10.31,2221,94.0,6.2,84,Rainy
FT-1324,2026-02-02,USR-125,22,Non-binary,Apple Watch Series 9,12517.0,8.89,2424,89.0,5.0,84,Sunny
FT-1325,2026-03-03,USR-108,30,Male,Samsung Galaxy Watch 6,9759.0,8.06,2049,79.0,6.7,68,Sunny
FT-1326,2026-01-15,USR-106,41,Female,Fitbit Charge 5,10698.0,8.17,2337,77.0,8.2,75,Sunny
FT-1327,2026-01-09,USR-114,49,Non-binary,Fitbit Charge 5,12779.0,9.35,2355,105.0,8.6,77,Rainy
FT-1328,2026-02-21,USR-116,35,Non-binary,Samsung Galaxy Watch 6,7428.0,5.11,2063,46.0,7.9,77,Cloudy
FT-1329,2026-03-04,USR-116,35,Non-binary,Samsung Galaxy Watch 6,9398.0,7.07,2176,74.0,7.6,82,Cloudy
FT-1330,2026-01-10,USR-107,40,Non-binary,Garmin Venu 3,9816.0,7.83,2152,83.0,7.5,89,Sunny
FT-1331,2026-03-15,USR-113,52,Non-binary,Fitbit Charge 5,8300.0,6.26,2004,72.0,6.5,76,Cloudy
FT-1332,2026-03-22,USR-102,49,Non-binary,Garmin Venu 3,7196.0,6.07,2054,89.0,7.0,77,Sunny
FT-1333,2026-03-29,USR-106,41,Female,Fitbit Charge 5,12144.0,8.65,2374,99.0,8.9,88,Rainy
FT-1334,2026-01-07,USR-113,52,Non-binary,Fitbit Charge 5,9079.0,6.9,2063,65.0,6.1,80,Sunny
FT-1335,2026-01-20,USR-101,38,Male,Samsung Galaxy Watch 6,12345.0,8.88,2266,,8.9,89,Cloudy
FT-1336,2026-01-20,USR-113,52,Non-binary,Fitbit Charge 5,16574.0,12.74,2527,107.0,,84,Sunny
FT-1337,2026-03-14,USR-109,36,Male,Apple Watch Series 9,11786.0,9.31,2293,92.0,8.6,74,Sunny
FT-1338,2026-02-08,USR-115,41,Female,Apple Watch Series 9,,7.74,1945,76.0,5.6,71,Rainy
FT-1339,2026-01-11,USR-110,38,Male,Fitbit Charge 5,6478.0,3.88,2006,67.0,7.7,69,Rainy
FT-1340,2026-02-01,USR-114,49,Non-binary,Fitbit Charge 5,9543.0,7.33,2012,73.0,6.3,83,Cloudy
FT-1341,2026-01-16,USR-123,27,Male,Garmin Venu 3,7664.0,6.0,1879,64.0,5.5,85,Sunny
FT-1342,2026-03-13,USR-124,51,Female,Samsung Galaxy Watch 6,11933.0,9.23,2104,88.0,7.3,91,Sunny
FT-1343,2026-02-23,USR-118,42,Female,Garmin Venu 3,8538.0,6.98,1962,89.0,8.2,85,Sunny
FT-1344,2026-03-19,USR-122,32,Non-binary,Fitbit Charge 5,10775.0,7.76,2068,83.0,6.2,87,Cloudy
FT-1345,2026-03-18,USR-123,27,Male,Garmin Venu 3,9832.0,7.74,2163,98.0,5.5,78,Cloudy
FT-1346,2026-03-21,USR-116,35,Non-binary,Samsung Galaxy Watch 6,10016.0,8.09,2396,,7.0,73,Sunny
FT-1347,2026-01-29,USR-105,51,Female,Apple Watch Series 9,7253.0,4.8,1943,,7.0,83,Cloudy
FT-1348,2026-03-08,USR-107,40,Non-binary,Garmin Venu 3,8403.0,6.51,2086,74.0,7.7,81,Cloudy
FT-1349,2026-02-18,USR-110,38,Male,Fitbit Charge 5,7981.0,5.86,2083,72.0,8.1,79,
FT-1350,2026-02-27,USR-107,40,Non-binary,Garmin Venu 3,15258.0,11.56,2459,97.0,7.0,84,Sunny
FT-1351,2026-02-26,USR-102,49,Non-binary,Garmin Venu 3,9924.0,7.68,2140,78.0,9.1,81,Rainy
FT-1352,2026-02-08,USR-119,43,Non-binary,Garmin Venu 3,9518.0,7.04,2048,86.0,7.3,88,Sunny
FT-1353,2026-03-17,USR-124,51,Female,Samsung Galaxy Watch 6,8199.0,5.96,2183,69.0,6.7,86,Cloudy
FT-1354,2026-02-24,USR-118,42,Female,Garmin Venu 3,13752.0,10.47,2544,92.0,5.3,84,Sunny
FT-1355,2026-02-09,USR-102,49,Non-binary,Garmin Venu 3,10945.0,7.88,2061,87.0,6.8,85,Cloudy
FT-1356,2026-03-14,USR-124,51,Female,Samsung Galaxy Watch 6,13760.0,10.02,2401,123.0,6.7,87,Cloudy
FT-1357,2026-03-21,USR-111,23,Male,Apple Watch Series 9,8451.0,6.69,2083,83.0,8.2,77,Cloudy
FT-1358,2026-01-08,USR-102,49,Non-binary,Garmin Venu 3,7276.0,5.07,1873,62.0,7.6,82,Sunny
FT-1359,2026-03-20,USR-102,49,Non-binary,Garmin Venu 3,10511.0,8.25,2294,94.0,5.8,73,Sunny
FT-1360,2026-01-13,USR-119,43,Non-binary,Garmin Venu 3,11794.0,9.15,2199,89.0,7.3,87,Cloudy
FT-1361,2026-01-27,USR-116,35,Non-binary,Samsung Galaxy Watch 6,8564.0,5.82,2206,55.0,7.8,70,Sunny
FT-1362,2026-03-22,USR-117,54,Female,Samsung Galaxy Watch 6,9598.0,7.02,2213,69.0,8.8,80,Sunny
FT-1363,2026-01-28,USR-117,54,Female,Samsung Galaxy Watch 6,9526.0,7.72,2225,94.0,8.1,76,Sunny
FT-1364,2026-02-03,USR-106,41,Female,Fitbit Charge 5,8108.0,5.77,2124,66.0,7.9,81,Sunny
FT-1365,2026-03-26,USR-102,49,Non-binary,Garmin Venu 3,7748.0,5.7,2108,64.0,7.2,78,Sunny
FT-1366,2026-01-11,USR-117,54,Female,Samsung Galaxy Watch 6,9136.0,7.13,2033,72.0,7.5,69,Sunny
FT-1367,2026-01-21,USR-103,46,Non-binary,Apple Watch Series 9,10352.0,8.18,2195,103.0,8.5,84,Sunny
FT-1368,2026-01-31,USR-106,41,Female,Fitbit Charge 5,8879.0,6.65,2167,90.0,5.6,77,Rainy
FT-1369,2026-01-23,USR-103,46,Non-binary,Apple Watch Series 9,8354.0,6.11,2234,92.0,6.7,86,Sunny
FT-1370,2026-03-12,USR-120,46,Non-binary,Apple Watch Series 9,7128.0,5.99,1969,60.0,6.3,78,Sunny
FT-1371,2026-01-10,USR-103,46,Non-binary,Apple Watch Series 9,10822.0,8.92,2080,90.0,7.5,83,Rainy
FT-1372,2026-01-21,USR-122,32,Non-binary,Fitbit Charge 5,16251.0,12.74,2455,108.0,8.5,77,Cloudy
FT-1373,2026-01-01,USR-108,30,Male,Samsung Galaxy Watch 6,12098.0,9.23,2371,110.0,6.4,79,Rainy
FT-1374,2026-02-22,USR-113,52,Non-binary,Fitbit Charge 5,9021.0,6.53,2036,63.0,4.5,75,Rainy
FT-1375,2026-02-27,USR-104,45,Female,Fitbit Charge 5,11159.0,8.15,2453,91.0,6.6,86,Sunny
FT-1376,2026-03-30,USR-119,43,Non-binary,Garmin Venu 3,8113.0,6.37,1846,58.0,,87,Rainy
FT-1377,2026-03-18,USR-108,30,Male,Samsung Galaxy Watch 6,13224.0,10.22,2416,97.0,7.7,76,Sunny
FT-1378,2026-03-02,USR-119,43,Non-binary,Garmin Venu 3,11060.0,8.97,2351,80.0,7.6,86,Sunny
FT-1379,2026-02-07,USR-120,46,Non-binary,Apple Watch Series 9,9920.0,7.8,2361,75.0,6.8,66,Snowy
FT-1380,2026-01-05,USR-102,49,Non-binary,Garmin Venu 3,11015.0,7.77,2173,83.0,5.7,73,Rainy
FT-1381,2026-01-30,USR-120,46,Non-binary,Apple Watch Series 9,7410.0,6.05,2006,58.0,7.7,72,Cloudy
FT-1382,2026-02-06,USR-103,46,Non-binary,Apple Watch Series 9,11294.0,8.18,2349,98.0,6.2,73,Cloudy
FT-1383,2026-02-06,USR-114,49,Non-binary,Fitbit Charge 5,10066.0,7.5,2141,71.0,9.5,69,Rainy
FT-1384,2026-03-31,USR-122,32,Non-binary,Fitbit Charge 5,9031.0,6.96,2097,77.0,7.7,82,Cloudy
FT-1385,2026-02-28,USR-119,43,Non-binary,Garmin Venu 3,9011.0,7.65,2195,87.0,6.5,79,Sunny
FT-1386,2026-01-10,USR-119,43,Non-binary,Garmin Venu 3,10203.0,9.0,1901,77.0,6.4,81,Sunny
FT-1387,2026-03-29,USR-117,54,Female,Samsung Galaxy Watch 6,7068.0,5.61,1993,54.0,7.0,81,Sunny
FT-1388,2026-01-30,USR-111,23,Male,Apple Watch Series 9,9405.0,7.07,2126,75.0,6.8,81,Rainy
FT-1389,2026-02-03,USR-109,36,Male,Apple Watch Series 9,8525.0,6.69,2092,,8.3,84,Cloudy
FT-1390,2026-03-22,USR-107,40,Non-binary,Garmin Venu 3,5131.0,4.25,2039,51.0,7.3,76,Rainy
FT-1391,2026-03-17,USR-122,32,Non-binary,Fitbit Charge 5,9793.0,7.31,2057,74.0,6.3,72,Snowy
FT-1392,2026-03-26,USR-123,27,Male,Garmin Venu 3,10990.0,9.07,2217,93.0,9.2,87,Sunny
FT-1393,2026-01-26,USR-111,23,Male,Apple Watch Series 9,8859.0,6.82,2237,63.0,7.2,74,Rainy
FT-1394,2026-02-24,USR-108,30,Male,Samsung Galaxy Watch 6,7973.0,6.26,1968,74.0,7.9,73,
FT-1395,2026-01-15,USR-109,36,Male,Apple Watch Series 9,8390.0,6.64,2018,75.0,6.4,78,Cloudy
FT-1396,2026-03-11,USR-113,52,Non-binary,Fitbit Charge 5,12287.0,9.51,2295,93.0,7.5,75,Cloudy
FT-1397,2026-01-29,USR-105,51,Female,Apple Watch Series 9,11584.0,9.14,2320,83.0,7.4,77,Sunny
FT-1398,2026-03-24,USR-122,32,Non-binary,Fitbit Charge 5,10370.0,7.63,2173,75.0,5.0,81,Sunny
FT-1399,2026-01-20,USR-121,49,Female,Garmin Venu 3,14773.0,11.0,2392,118.0,9.3,85,Sunny
FT-1400,2026-02-04,USR-110,38,Male,Fitbit Charge 5,9934.0,7.11,2162,93.0,8.5,75,
FT-1401,2026-01-19,USR-115,41,Female,Apple Watch Series 9,7196.0,5.64,1879,56.0,6.7,74,Sunny
FT-1402,2026-01-10,USR-111,23,Male,Apple Watch Series 9,7723.0,6.18,2020,71.0,5.9,85,
FT-1403,2026-01-08,USR-125,22,Non-binary,Apple Watch Series 9,12772.0,9.89,2308,79.0,7.5,82,Sunny
FT-1404,2026-01-22,USR-103,46,Non-binary,Apple Watch Series 9,,9.33,2280,85.0,7.2,92,Cloudy
FT-1405,2026-02-09,USR-101,38,Male,Samsung Galaxy Watch 6,13066.0,9.93,2199,101.0,7.5,89,Snowy
FT-1406,2026-03-18,USR-115,41,Female,Apple Watch Series 9,11196.0,8.78,2314,80.0,7.3,86,Sunny
FT-1407,2026-03-14,USR-120,46,Non-binary,Apple Watch Series 9,10015.0,7.17,2149,72.0,7.7,70,Rainy
FT-1408,2026-02-06,USR-119,43,Non-binary,Garmin Venu 3,10287.0,7.66,2291,76.0,8.7,84,Rainy
FT-1409,2026-02-26,USR-104,45,Female,Fitbit Charge 5,7707.0,6.14,2063,69.0,7.7,78,Rainy
FT-1410,2026-01-16,USR-103,46,Non-binary,Apple Watch Series 9,5968.0,4.88,1982,52.0,5.9,73,Sunny
FT-1411,2026-03-01,USR-118,42,Female,Garmin Venu 3,10614.0,7.95,2154,63.0,8.6,79,Sunny
FT-1412,2026-03-30,USR-107,40,Non-binary,Garmin Venu 3,11917.0,9.03,2339,73.0,8.9,84,Sunny
FT-1413,2026-02-08,USR-117,54,Female,Samsung Galaxy Watch 6,9339.0,6.49,2145,71.0,10.5,82,Cloudy
FT-1414,2026-03-31,USR-109,36,Male,Apple Watch Series 9,,10.27,2433,110.0,5.9,77,Rainy
FT-1415,2026-02-21,USR-105,51,Female,Apple Watch Series 9,,8.44,2313,58.0,7.4,82,Cloudy
FT-1416,2026-02-04,USR-112,29,Non-binary,Garmin Venu 3,8506.0,6.69,2126,66.0,4.8,74,Sunny
FT-1417,2026-03-06,USR-103,46,Non-binary,Apple Watch Series 9,10375.0,8.09,2223,78.0,7.7,81,Rainy
FT-1418,2026-03-11,USR-108,30,Male,Samsung Galaxy Watch 6,16821.0,12.8,2579,141.0,6.5,84,Cloudy
FT-1419,2026-03-05,USR-112,29,Non-binary,Garmin Venu 3,9435.0,7.17,1981,74.0,,78,Rainy
FT-1420,2026-02-26,USR-110,38,Male,Fitbit Charge 5,7215.0,5.22,2014,66.0,6.2,83,Rainy
FT-1421,2026-01-11,USR-106,41,Female,Fitbit Charge 5,8649.0,6.85,2093,74.0,5.2,73,Cloudy
FT-1422,2026-03-18,USR-115,41,Female,Apple Watch Series 9,11130.0,8.63,2085,67.0,6.6,90,Snowy
FT-1423,2026-01-06,USR-118,42,Female,Garmin Venu 3,9483.0,7.4,2175,85.0,4.9,69,Cloudy
FT-1424,2026-02-25,USR-123,27,Male,Garmin Venu 3,9789.0,7.23,2319,82.0,7.9,76,Cloudy
FT-1425,2026-02-11,USR-110,38,Male,Fitbit Charge 5,14184.0,9.92,2549,114.0,4.8,85,Cloudy
FT-1426,2026-03-19,USR-120,46,Non-binary,Apple Watch Series 9,9010.0,7.29,2159,114.0,7.1,86,Rainy
FT-1427,2026-02-02,USR-121,49,Female,Garmin Venu 3,6679.0,4.88,1827,38.0,4.8,75,Cloudy
FT-1428,2026-01-04,USR-117,54,Female,Samsung Galaxy Watch 6,12928.0,9.48,2367,118.0,6.7,83,Sunny
FT-1429,2026-01-12,USR-101,38,Male,Samsung Galaxy Watch 6,13671.0,10.67,2371,103.0,8.9,84,Sunny
FT-1430,2026-01-30,USR-122,32,Non-binary,Fitbit Charge 5,14871.0,11.15,2479,117.0,7.5,82,Cloudy
FT-1431,2026-03-28,USR-118,42,Female,Garmin Venu 3,8069.0,6.56,1980,68.0,6.2,87,Sunny
FT-1432,2026-03-15,USR-110,38,Male,Fitbit Charge 5,9896.0,7.77,2012,,7.1,84,Sunny
FT-1433,2026-03-17,USR-122,32,Non-binary,Fitbit Charge 5,7482.0,5.96,1952,59.0,7.1,83,Sunny
FT-1434,2026-01-03,USR-104,45,Female,Fitbit Charge 5,9418.0,6.61,2085,81.0,7.6,74,Cloudy
FT-1435,2026-03-28,USR-105,51,Female,Apple Watch Series 9,,6.41,1648,51.0,5.6,76,Sunny
FT-1436,2026-02-04,USR-109,36,Male,Apple Watch Series 9,14651.0,11.24,2731,120.0,7.8,82,Cloudy
FT-1437,2026-03-15,USR-104,45,Female,Fitbit Charge 5,,10.91,2572,,4.1,76,Sunny
FT-1438,2026-01-06,USR-104,45,Female,Fitbit Charge 5,13561.0,10.36,2327,94.0,6.4,83,Rainy
FT-1439,2026-01-23,USR-124,51,Female,Samsung Galaxy Watch 6,10526.0,7.29,2182,80.0,6.6,76,Sunny
FT-1440,2026-03-02,USR-118,42,Female,Garmin Venu 3,9392.0,7.3,2063,,7.8,84,Rainy
FT-1441,2026-03-08,USR-105,51,Female,Apple Watch Series 9,7298.0,5.13,2122,58.0,7.1,71,Rainy
FT-1442,2026-03-25,USR-109,36,Male,Apple Watch Series 9,4719.0,3.05,2003,50.0,5.6,87,Cloudy
FT-1443,2026-02-26,USR-110,38,Male,Fitbit Charge 5,8424.0,5.79,2036,63.0,6.0,72,Cloudy
FT-1444,2026-02-05,USR-120,46,Non-binary,Apple Watch Series 9,11146.0,8.92,2380,96.0,7.3,82,
FT-1445,2026-01-24,USR-107,40,Non-binary,Garmin Venu 3,9518.0,6.98,2180,85.0,7.0,85,Cloudy
